code,title,prereq,antireq,term,ID,description
CIVE375,Environmental Engineering Principles,"CHE 102, (CIVE 280 or GEOE 280); Level at least 3A Civil or Geological Engineering.",ENVE 375,F,004235,"Water quality, air pollution, fate and transport of contaminants in natural and engineered systems, and pollution prevention. Solid and hazardous waste management. Water and wastewater treatment systems and design principles. Four lab sessions."
CIVE382,Hydrology and Open Channel Flow,"CIVE 105, 224, 280; Level at least 3A Civil Engineering",,,014961,"Introduction to the water cycle, flood frequency analysis, design storms. Analysis of hydrographs and rainfall-runoff response mechanisms in urban and natural systems. Mass continuity and water budgets at the watershed scale. Impact of land use change on hydrologic response. Quantification of open channel flow; subcritical and supercritical flow regimes. Dynamic forces on submerged structures and low/scour beneath bridges. [Offered as: CIVE 382 (W), ENVE 382 (F,W)]"
CIVE392,Economics and Life Cycle Cost Analysis,MATH 116; Level at least 2B Civil Engineering.,"MSCI 261, SYDE 262",S,014962,"Project financing, life-cycle cost analysis, time value of money, sensitivity analyses, tax, financial implications of infrastructure projects, quantitative decision-making, financial aspects of a business plan."
CIVE398,Seminar,3A Civil Engineering,,W,009221,General seminar.
CIVE399,Seminar,3B Civil Engineering,,F,009222,General seminar.
CIVE400,Civil Engineering Design Project 1,4A Civil Engineering,,S,004238,"Students must undertake an independent civil engineering design project during the last two terms of their plan. The purpose of the project is to demonstrate students' abilities to practise in a civil engineering capacity in their chosen area of expertise, using knowledge gained from their academic and employment experiences. The first part of the project (CIVE 400) will include problem identification, generation and selection of solutions, and time management. Incorporation of technical, ecological, social, political, and economic issues in the solution for the project will be required. A basic requirement of the proposed solution is that it must be compatible with the principles of sustainability. Requirements include proposal, progress report, oral presentation, and a final report containing recommendations for part two of the project, CIVE 401."
CIVE401,Civil Engineering Design Project 2,4B Civil Engineering,,W,004239,"A continuation of CIVE 400. The final design of the major civil engineering project proposed in CIVE 400 will be undertaken. The purpose of this phase of the project is to carry out a detailed technical design of the solution proposed in CIVE 400. Requirements of this part of the two-term project include a symposium presentation, and a final report."
CIVE413,Structural Steel Design,AE 310 or CIVE 310; Level at least 4A Architectural or Civil Engineering,,S,004244,"Advanced coverage of design of structural steel members and connections, building on CIVE 310. Design of laterally-unsupported beams, compression members and beam-columns. Plate girders. Connections. Special topics in design of structural steel or other metals."
CIVE414,Structural Concrete Design,AE 310 or CIVE 310; Level at least 4A Architectural or Civil Engineering,,S,004245,Advanced analysis and design of concrete members for flexure. Beam shear analysis and design. D-region shear design. Column design. Special topics.
CIVE415,Structural System Design,"(AE 310 or CIVE 310), CIVE 413, 414; 4B Architectural or Civil Engineering",,W,004246,Building loads. Lateral load systems. Floor systems for buildings. Composite construction. Introduction to bridge design. Special topics.
CIVE422,Finite Element Analysis,"AE 223 or CIVE 222 or ENVE 223 or GEOE 223; 4B Architectural, Civil, Environmental or Geological Engineering.",ME 559.,W,004247,"This course focuses on the development of the basic fundamentals of finite element method with applications in fluid flow, mass transport, solid mechanics and structures. Topics include discrete problems, matrix methods, variational principle, method of weighted residuals, element shapes, and interpolation functions."
CIVE440,Transit Planning and Operations,CIVE 241; Level at least 3B Civil Engineering,,W,004249,The historical evolution of transit in cities; the technological innovations which made transit possible; and transit mode definitions. Models of transit vehicle motion are presented; transit travel times under different travel regimes are derived. Transit scheduling methods are shown. System operational characteristics are defined and quantitative measures of effectiveness are introduced. Transit network planning objectives are identified; actual geometries are qualitatively and quantitatively analyzed. Transit ownership structures and economics are discussed; contemporary ITS applications are presented. Methods for selecting appropriate transit modes are covered.
CIVE460,Engineering Biomechanics,CIVE 105 or ME 219 or SYDE 286,,W,004253,"Introduction to engineering technologies applicable to the field of biomechanics. Specific topics covered may include biological growth, form and function; biomaterials; kinematics and neurology of gait; biotribology; joint anatomy, function and repair; occupational biomechanics; trauma prevention."
CIVE484,Physical Infrastructure Planning,"Level at least 3A Architectural, Civil, Environmental or Geological Engineering",,,007637,"The need for infrastructure and environmental assessments; the impacts of infrastructure on urban form; core infrastructure concepts; economics of infrastructure costs, finance and pricing. Infrastructure evaluation and management methods."
CIVE491,Engineering Law and Ethics,4A Civil Engineering.,"AFM 231/LS 283, BUS 231W, COMM 231, ENVS 201, GENE 411, ME 401",S,004259,"Background (Charter of Rights and Freedoms), contracts, torts (negligent malpractice), forms of carrying on business, professional practice (professional engineers act, joint practice rules, professional misconduct and sexual harassment), alternate dispute resolution, construction liens, intellectual property (patents, trade marks, copyrights and industrial designs), labour relations and employment law, environmental law."
CIVE495,Design Intensive Special Topics in Civil Engineering,,,,015970,"A special course on design intensive advanced topics in civil engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department."
CIVE497,Special Topics in Civil Engineering,,,,010164,"A special course on advanced topics in civil engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department."
CIVE498,Seminar,4A Civil Engineering,,S,009223,General seminar.
CIVE499,Seminar,4B Civil Engineering,,W,009224,General seminar.
CIVE505,Structural Dynamics,"(AE 303 or CIVE 303), (AE 223 or CIVE 222); Level at least 3B Architectural or Civil Engineering",,S,004242,"Dynamics of discrete and continuous structures. Free and forced vibrations of single and multi-degree of freedom systems. Shock loads, earthquake loads, response spectra. Analysis and design of frames for shock and earthquake loads."
CIVE507,Building Science and Technology,"3B Architectural Engineering or 4B Civil, Environmental or Geological Engineering",,W,004243,"The building process. Loadings; gravity, wind, thermal, moisture, and fire. Enclosure design; walls, windows, and roof. Subgrade construction. Energy related considerations."
CIVE512,Rehabilitation of Structures,"(AE 265 or CIVE 265), (AE 310 or CIVE 310), CIVE 414",,W,010038,"This course deals with the assessment, rehabilitation and/or strengthening of building and bridge infrastructure. Topics include damage mechanisms, instrumentation and non-destructive test methods, conventional repair techniques, innovative repair and strengthening techniques with composites. Case studies provide students with the opportunity to learn from field applications. The laboratory portion involves test methods used to evaluate repair and strengthening measures."
CIVE542,Pavement Structural Design,CIVE 353; Level at least 3B Civil or Geological Engineering,,W,004250,"Pavement design, soil identification, subgrade design, base courses, flexible pavement design, design and testing of asphaltic concrete mixes, surface treatments."
CIVE554,Geotechnical Engineering 3,"CIVE 353, 354; Level at least 4A Civil Engineering",,W,004252,"Simulation of geotechnical consulting practice. Students are required to complete several projects, based on actual case studies, which require problem identification, evaluation of geotechnical data, analysis, design, and report preparations."
CIVE583,Design of Urban Water Systems,CIVE 382; 4B Civil Engineering,,W,004257,"Design of water supply and distribution systems. Design of waste and storm water collection systems. Storm water management. The course consists of 24 hours of lectures and a subdivision design project. The emphasis is on computer aided design and sustainability, using commonly used software packages."
CIVE596,Construction Engineering,"Level at least 4A Civil, Environmental or Geological Engineering",,S,004261,"Topics in construction engineering and management including methods of delivering construction, contractual relationships, prevailing construction practices, construction equipment, concrete form design, concrete, steel, and masonry construction, introduction to trenchless technology, construction safety, planning and scheduling of repetitive construction, cash flow analysis, and construction project control."
ENVE100,Environmental and Geological Engineering Concepts,1A Environmental Engineering,,F,005226,"An introduction to the fundamental methods, principles and skills of environmental and geological engineering. Fundamentals of technical communication, the engineering design process and problem solving. Completion of a pre-design study and report for an environmental engineering project. Independent and team work. Fundamentals of engineering computation units, data collection, measurement, and error analysis. Field surveying (automatic level, engineer's transit, differential global positioning system (GPS), total station). Laboratory on engineering graphics auto-computer assisted diagnosis (AutoCAD) and computational software (Excel, Matlab). Aspects of the engineering profession (code of ethics, negligence, misconduct, role of the Professional Engineers Ontario (PEO), etc.), diversity in the workplace, and professional development. Preparation for the University of Waterloo co-operative education program (Co-operative Education and Career Action (CECA), résumé writing, job search and interview skills)."
ENVE115,Linear Algebra,Level at least 1A Environmental Engineering.,"MATH 106, 114, 115, 136, 146",F,014946,"Linear systems of equations, matrices and determinants. Introduction to the eigenvalue problem. Applications."
ENVE121,Computational Methods,Level at least 1B Environmental Engineering.,"CHE 121, ECE 150, MTE 121/GENE 121, SYDE 121",,010660,"Introduction to computer programming, examples of efficient numerical algorithms for basic scientific computations. Programming and problem solving concepts introduced in the course will be incorporated into group projects involving civil, environmental, or geological engineering applications. The language of instruction will be Matlab. [Offered as: CIVE 121 (W), ENVE 121 (S), GEOE 121 (S)]"
ENVE123,Electrical Circuits and Instrumentation,Level at least 1B Environmental Engineering.,"GENE 123, ME 123",,015969,"Charge, current, and voltage. Voltage and current sources, resistors, capacitors, and inductors. Ohm's Law, Kirchhoff's Laws, nodal analysis, instrumentation amplifier circuits, impedance. Function and characteristics of basic electrical transducers. Resolution, precision, and accuracy. Basics of data acquisition. "
ENVE153,Earth Engineering,Level at least 1B Environmental Engineering,,,011496,"This course studies earth materials and processes from an engineering point of view through case histories and problem sets. The course develops a geological knowledge for applications to any physical environment and provides an appreciation of the impact of engineering work on the environment. Topics include mineral and rock identification, the rock cycle, structural geology and tectonics, geology of Canada, effects of water, ice and wind. Students are also introduced to the concept of geologic time, topographic and geologic maps, and the basic principles and tools used to determine geologic history. [Offered as: CIVE 153 (W), EARTH 153 (S), ENVE 153 (S), GEOE 153 (S)]"
ENVE223,Differential Equations and Balance Laws,2A Environmental Engineering.,"CIVE 222, MATH 218",W,005236,An introduction to ordinary differential equations with applications to mass and energy balance problems in engineering. Standard methods of solution of first and second order linear equations with constant coefficients. Numerical methods for solving ordinary differential equations. Partial differential equations.
ENVE224,Probability and Statistics,MATH 116; Level at least 2B Environmental Engineering.,"CHE 220, CIVE 224",W,005237,Role of probability in engineering and decision-making under uncertainty. Basic probability concepts. Probability distributions. Functions of random variables. Data analysis. Confidence intervals and hypothesis testing. Introduction to regression analysis. Introduction to design of experiments and statistical quality control.
ENVE225,Environmental Modelling,"ENVE 115, 223; 2B Environmental Engineering",,F,014963,"Modelling of environmental engineering processes via the solution of differential equations. Mass transfer processes in continuum and discrete systems, with applications to natural and engineered systems. Reactor theory. Understanding initial and boundary conditions. Classical and numerical solution techniques for solving differential equations. Volume and surface integration. Reynolds transport theorem."
ENVE275,Environmental Chemistry,CHE 102; 2A Environmental Engineering,,W,005239,"Overview of risk, biosphere compartments and contaminant fate. Composition of water. Electroneutrality and activity. Reactions and speciation including reaction kinetics, mass transfer, vapor pressure, equilibrium, and chemical thermodynamics. Equilibrium chemistry including Log-concentration diagrams, titration and buffering intensity, dissolution/precipitation, carbonate system, hardness, and complex formation. Classification, nomenclature, physical/chemical parameters and partitioning of organic compounds. Basic redox chemistry including: half cell reactions, Faraday and Nernst equations, and pE-pH diagrams. Four labs."
ENVE277,Air Quality Engineering,"Level at least 2B Civil, Environmental or Geological Engineering",,F,014956,"Quantitative introduction to indoor and outdoor air pollution sources, and major processes including emission rates, atmospheric dispersion, chemistry, and deposition. Air quality standards and regulations. Basic atmospheric science and meteorology to support the fate and transport of air pollutants. Overview of control and treatment methods. Indoor air exposure estimates and the function of the HVAC components."
ENVE279,Energy and the Environment,"Level at least 2B Civil, Environmental, or Geological Engineering.","CHE 330, ECE 309, ME 250, SYDE 381",F,014957,"Conservation of energy, energy balances on closed systems. Steady-state and transient heat transfer via convection, radiation, and conduction. Mechanical and electrical work. Internal energy, enthalpy, and specific heats of solids, liquids and gases. Phase change in natural environmental systems; The basics of heat engines, refrigerators, and heat pumps. Function, evaluation, and design of energy resource technology: wind and hydroelectric turbines, photovoltaics, geothermal energy, biomass and biofuel, natural gas and petroleum extraction, and tidal energy. Renewable energy policy and implications."
ENVE280,Fluid Mechanics,CIVE 105; Level at least 2A Environmental Engineering.,CIVE 280,W,014964,An introduction to fluid mechanics. Fluid properties. Review of fluid statics. Buoyancy. Bernoulli equation. The momentum equation and applications. Laminar and turbulent flow. Dimensionless numbers. Closed conduit flow including friction losses. Pipe network analysis including energy losses and efficiencies. Four lab sessions.
ENVE298,Seminar,2A Environmental Engineering,,W,009251,General Seminar.
ENVE299,Seminar,2B Environmental Engineering,,F,009252,General Seminar.
ENVE330,Lab Analysis and Field Sampling Techniques,3A Environmental Engineering,,S,005244,"An introduction to the fundamental concepts of physical and chemical measurement of the environment. Review of basic statistics, quality assurance and control, sources of error, seasonal effects, sample preservation. Practical and essential elements of water, soil and air sampling. Introduction to measurement techniques including: colorimetry, chromatography, spectroscopy, electrochemical probes, remote sensing. Design of monitoring strategies, and use of methods to assess validity of laboratory data."
ENVE335,Decision Making for Environmental Engineers,Level at least 3B Environmental Engineering.,"CIVE 332, MSCI 331",W,014965,"Decision-making, optimization, and assessment of environmental and water resource systems, and the design process in environmental engineering. Multi-criteria decision-making methods for concept and embodiment engineering design phases. Risk-based system performance metrics and trend tests. Uncertainty estimation via First-Order Uncertainty Analysis and Monte Carlo Simulation. Formulation and solution of linear, integer, and nonlinear optimization models. Multi-objective optimization methods. Sensitivity analysis for decision-making and descriptive (numerical) models."
ENVE375,Physico-Chemical Processes,"CHE 102, ENVE 280; 3A Environmental Engineering.",CIVE 375,S,005248,"Fundamentals of coagulation, flocculation, clarification, sedimentation, filtration, adsorption, air stripping, membrane technologies, chemical reduction/oxidation, and disinfection processes with applications to natural and various engineered systems. Quantitative analysis and design of processes and applications to the treatment of drinking water, wastewater, stormwater, groundwater and soils."
ENVE376,Biological Processes,(Level at least 3B Chemical Engineering) or (CIVE 375; Level at least 4A Civil Engineering) or (ENVE 375; Level at least 3B Environmental Engineering),,W,014966,"Common microbial substrates and metabolisms in engineered and natural systems, kinetics of microbial growth, stoichiometry of nutrient uptake, continuous flow stirred tanks with/without recycle, aeration system design, applications to wastewater treatment, solid waste management, groundwater, and soil remediation."
ENVE382,Hydrology and Open Channel Flow,"CIVE 105, (ENVE or GEOE 224), (ENVE or GEOE 280); Level at least 2B Environmental or 3B Geological Engineering",,,014961,"Introduction to the water cycle, flood frequency analysis, design storms. Analysis of hydrographs and rainfall-runoff response mechanisms in urban and natural systems. Mass continuity and water budgets at the watershed scale. Impact of land use change on hydrologic response. Quantification of open channel flow; subcritical and supercritical flow regimes. Dynamic forces on submerged structures and low/scour beneath bridges. [Offered as: CIVE 382 (W), ENVE 382 (F,W)]"
ENVE383,Advanced Hydrology and Hydraulics,"CIVE 382 or ENVE 382; Level at least 3B Civil, Environmental, or Geological Engineering",,W,014958,"Physical and mathematical models of hydrological processes at the landscape scale, and hydraulic phenomena in channels. Advanced models of evapotranspiration and snow energy balances. Hydrologic modelling: parameterization, boundary conditions, calibration. Simulation of energy losses, backwater effects, and gradually varying flow profiles in open channels. Sediment transport, scour, and erosion."
ENVE391,Law and Ethics for Environmental and Geological Engineers,3B Environmental Engineering,,W,005249,"Philosophy of environmental controls; introduction to national and international regulatory structures relevant to industrial planning, emissions control, environmental impact assessment, occupational health; stance of government, industry and community pressure groups. Contract law. Professional ethics, including the social responsibility of engineers, conflicts of interest."
ENVE392,Economics and Life Cycle Cost Analysis,MATH 116; Level at least 3A Environmental Engineering.,"MSCI 261, SYDE 262",S,014962,"Project financing, life-cycle cost analysis, time value of money, sensitivity analyses, tax, financial implications of infrastructure projects, quantitative decision-making, financial aspects of a business plan."
ENVE398,Seminar,3A Environmental Engineering,,S,009253,General seminar.
ENVE399,Seminar,3B Environmental Engineering,,W,009254,General seminar.
ENVE400,Environmental Engineering Design Project 1,4A Environmental Engineering,,F,005253,"Students undertake an independent environmental engineering design project during the last two terms of their plan. The purpose of the project is to demonstrate students' abilities to practise in an environmental engineering capacity in their chosen area of expertise, using knowledge gained from their academic and employment experiences. The first part of the project (ENVE 400) will include problem identification, generation and selection of solutions, and time management. Incorporation of technical, ecological, social, political, and economic issues in the solution for the project will be required. A basic requirement of the proposed solution is that it must be compatible with the principles of sustainability. Requirements include proposal, progress report, and a final report containing recommendations for part two of the project, ENVE 401."
ENVE401,Environmental Engineering Design Project 2,4B Environmental Engineering,,W,005254,A continuation of ENVE 400. The final design of the major environmental engineering project proposed in ENVE 400 will be undertaken. The purpose of this phase of the project is to carry out a detailed technical design of the solution proposed in ENVE 400. Requirements of this part of the two-term project include a symposium presentation and a final report.
ENVE495,Design Intensive Special Topics in Environmental Engineering,,,,015980,"A special topics course on design intensive advanced topics in environmental engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department."
ENVE497,Special Topics in Environmental Engineering,,,,015981,"A special topics course on advanced topics in environmental engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department."
ENVE498,Seminar,4A Environmental Engineering,,F,009255,General seminar.
ENVE499,Seminar,4B Environmental Engineering,,W,009256,General seminar.
ENVE573,Contaminant Transport,"ENVE 225, 375; (Level at least 3B Environmental Engineering) or (4B Chemical, Civil, or Geological Engineering)",,W,005256,"Importance and complications associated with environmental modelling, the model building process, limitations, and measures of success. Types of contaminants; transport phenomena with a focus on advection-dispersive transport; development of governing equations; types and utility of boundary and initial conditions; and mass balance considerations. Review of completely mixed systems including lakes, streams, source functions, feedback systems, and toxic substance models. Model calibration, sensitivity, and uncertainty; methods and approaches. Solute transport models and solution techniques including random walk, method of characteristics, finite difference method and finite volume method. Aspects of multiphase flow (gas/water and NAPL/water systems) with an emphasis on groundwater problems. Introduction to mass removal technologies for remediation of soil and groundwater systems."
ENVE577,Engineering for Solid Waste Management,"Level at least 3B Chemical, Civil, Environmental or Geological Engineering",,W,005257,"The engineering aspects of solid waste management are examined. Attention is given to the engineering design and operational aspects of the control of generation, storage, collection, transfer and transport, processing and disposal of solid wastes in landfill site. Design of natural attenuation sites and system reliability features for landfill designs."
ENVE583,Design of Urban Water Systems,ENVE 382; 4B Environmental or Geological Engineering,,W,004257,"Design of water supply and distribution systems. Design of waste and storm water collection systems. Storm water management. The course consists of 24 hours of lectures and a subdivision design project. The emphasis is on computer aided design and sustainability, using commonly used software packages."
GEOE100,Environmental and Geological Engineering Concepts,1A Geological Engineering,,F,005226,"An introduction to the fundamental methods, principles and skills of environmental and geological engineering. Fundamentals of technical communication, the engineering design process and problem solving. Completion of a pre-design study and report for an environmental engineering project. Independent and team work. Fundamentals of engineering computation units, data collection, measurement, and error analysis. Field surveying (automatic level, engineer's transit, differential global positioning system (GPS), total station). Laboratory on engineering graphics auto-computer assisted diagnosis (AutoCAD) and computational software (Excel, Matlab). Aspects of the engineering profession (code of ethics, negligence, misconduct, role of the Professional Engineers Ontario (PEO), etc.), diversity in the workplace, and professional development. Preparation for the University of Waterloo co-operative education program (Co-operative Education and Career Action (CECA), résumé writing, job search and interview skills)."
GEOE115,Linear Algebra,Level at least 1A Geological Engineering.,"MATH 106, 114, 115, 136, 146",F,014946,"Linear systems of equations, matrices and determinants. Introduction to the eigenvalue problem. Applications."
GEOE121,Computational Methods,Level at least 1B Geological Engineering.,"CHE 121, ECE 150, MTE 121/GENE 121, SYDE 121",,010660,"Introduction to computer programming, examples of efficient numerical algorithms for basic scientific computations. Programming and problem solving concepts introduced in the course will be incorporated into group projects involving civil, environmental, or geological engineering applications. The language of instruction will be Matlab. [Offered as: CIVE 121 (W), ENVE 121 (S), GEOE 121 (S)]"
GEOE123,Electrical Circuits and Instrumentation,Level at least 1B Geological Engineering.,"GENE 123, ME 123",,015969,"Charge, current, and voltage. Voltage and current sources, resistors, capacitors, and inductors. Ohm's Law, Kirchhoff's Laws, nodal analysis, instrumentation amplifier circuits, impedance. Function and characteristics of basic electrical transducers. Resolution, precision, and accuracy. Basics of data acquisition. "
GEOE153,Earth Engineering,Level at least 1B Geological Engineering,,,011496,"This course studies earth materials and processes from an engineering point of view through case histories and problem sets. The course develops a geological knowledge for applications to any physical environment and provides an appreciation of the impact of engineering work on the environment. Topics include mineral and rock identification, the rock cycle, structural geology and tectonics, geology of Canada, effects of water, ice and wind. Students are also introduced to the concept of geologic time, topographic and geologic maps, and the basic principles and tools used to determine geologic history. [Offered as: CIVE 153 (W), EARTH 153 (S), ENVE 153 (S), GEOE 153 (S)]"
GEOE221,Advanced Calculus,MATH 118; Level at least 2A Geological Engineering. ,"MATH 217, ENVE 225",F,004214,"Calculus of functions of several variables. Differentiation; partial derivatives of implicit and explicit functions, applications including optimizations. Integration; multiple integrals in various co-ordinate systems with applications. Vector calculus; vector fields, line integrals, surface integrals, and applications. Numerical integration and differentiation."
GEOE223,Differential Equations and Balance Laws,2A Geological Engineering.,"CIVE 222, MATH 218",W,005236,An introduction to ordinary differential equations with applications to mass and energy balance problems in engineering. Standard methods of solution of first and second order linear equations with constant coefficients. Numerical methods for solving ordinary differential equations. Partial differential equations.
GEOE224,Probability and Statistics,MATH 116; Level at least 2A Geological Engineering.,"CHE 220, CIVE 224",W,005237,Role of probability in engineering and decision-making under uncertainty. Basic probability concepts. Probability distributions. Functions of random variables. Data analysis. Confidence intervals and hypothesis testing. Introduction to regression analysis. Introduction to design of experiments and statistical quality control.
GEOE280,Fluid Mechanics,CIVE 105; Level at least 2A Geological Engineering.,CIVE 280,W,014964,An introduction to fluid mechanics. Fluid properties. Review of fluid statics. Buoyancy. Bernoulli equation. The momentum equation and applications. Laminar and turbulent flow. Dimensionless numbers. Closed conduit flow including friction losses. Pipe network analysis including energy losses and efficiencies. Four lab sessions.
GEOE298,Seminar,2A Geological Engineering,,W,009264,General seminar.
GEOE299,Seminar,2B Geological Engineering,,F,009265,General seminar.
GEOE353,Geotechnical Engineering 1,"GEOE 153 or ENVE 153 or (EARTH 121, 121L); (Level at least 3A Environmental or Geological Engineering) or (Level at least 3A Earth Science/Hydrogeology Specialization)",,,004233,"An introduction to geologic processes. Subsurface exploration. Classification systems. Weight-volume relationships. Soil mechanics principles including state of stress, ground water flow, consolidation and shear strength. Four lab sessions. [Offered as: CIVE 353 (W), GEOE 353 (S)]"
GEOE354,Geotechnical Engineering 2,GEOE 353; Level at least 3B Environmental or Geological Engineering,,F,004234,Foundation engineering. Earth pressure theories. Retaining walls. Anchors. Shallow and deep foundations. Braced trenches and excavations. Slope stability.
GEOE391,Law and Ethics for Environmental and Geological Engineers,4B Geological Engineering,,W,005249,"Philosophy of environmental controls; introduction to national and international regulatory structures relevant to industrial planning, emissions control, environmental impact assessment, occupational health; stance of government, industry and community pressure groups. Contract law. Professional ethics, including the social responsibility of engineers, conflicts of interest."
GEOE392,Economics and Life Cycle Cost Analysis,MATH 116; Level at least 3A Geological Engineering.,"MSCI 261, SYDE 262",S,014962,"Project financing, life-cycle cost analysis, time value of money, sensitivity analyses, tax, financial implications of infrastructure projects, quantitative decision-making, financial aspects of a business plan."
GEOE398,Seminar,3A Geological Engineering,,S,009266,General seminar.
GEOE399,Seminar,3B Geological Engineering,,W,009267,General seminar.
GEOE400,Geological Engineering Design Project 1,4A Geological Engineering,,F,005820,"Students undertake an independent geological engineering design project during the last two terms of their plan. The purpose of the project is to demonstrate students' abilities to practise in a geological engineering capacity in their chosen area of expertise, using knowledge gained from their academic and employment experiences. The first part of the project (GEOE 400) will include problem identification, generation and selection of solutions, and time management. Incorporation of technical, ecological, social, political, and economic issues in the solution for the project will be required. A basic requirement of the proposed solution is that it must be compatible with the principles of sustainability. Requirements include proposal, progress report, and a final report containing recommendations for part two of the project, GENE 401."
GEOE401,Geological Engineering Design Project 2,4B Geological Engineering,,W,005821,A continuation of GEOE 400. The final design of the major geological engineering project proposed in GEOE 400 will be undertaken. The purpose of this phase of the project is to carry out a detailed technical design of the solution proposed in GEOE 400. Requirements of this part of the two-term project include a symposium presentation and a final report.
GEOE495,Design Intensive Special Topics in Geological Engineering,,,,015982,"A special topics course on design intensive advanced topics in geological engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department."
GEOE497,Special Topics in Geological Engineering,,,,015983,"A special topics course on advanced topics in geological engineering is offered from time to time, when resources are available. For the current offering, inquire at the Department."
GEOE498,Seminar,4A Geological Engineering,,F,009268,General seminar.
GEOE499,Seminar,4B Geological Engineering,,W,009269,General seminar.
GEOE554,Geotechnical Engineering 3,"CIVE 353, 354; Level at least 4A Environmental or Geological Engineering",,W,004252,"Simulation of geotechnical consulting practice. Students are required to complete several projects, based on actual case studies, which require problem identification, evaluation of geotechnical data, analysis, design, and report preparations."
ME100,Introduction to Mechanical Engineering Practice 1,1A Mechanical Engineering,,F,006703,"This course is focused on fundamental knowledge and skills essential for academic and professional development in mechanical engineering. It covers basic methods and principles used by mechanical engineers, e.g., fundamentals of technical communication, the design process and problem solving, measurements and data analysis, engineering professionalism, safety, and intellectual property. The fundamentals of engineering graphical communication using computer-aided design (CAD) and freehand sketching will be a significant component of this course. Written, graphical and oral communications are emphasized. Examples are drawn from Mechanical Engineering."
ME100B,Seminar,Level at least 1B Mechanical Engineering.,GENE 123,"W,S",013359,"Discussion of the structure of and options within the mechanical engineering curriculum; of the operation of department, faculty, university, technical societies; of student team and graduate school opportunities; of safety training; and of subject material in support of core courses."
ME101,Introduction to Mechanical Engineering Practice 2,ME 100; Level at least 1B Mechanical Engineering,,"W,S",014560,"This course is a continuation of ME 100 and is aimed at reinforcing the concepts related to technical communications, professionalism, and professional development, with emphasis on mechanical engineering concepts and practical examples. The fundamentals of programming are a significant component of this course, focusing on digital computing, and basic programming and algorithm writing. Programming examples are drawn from mechanical engineering."
ME115,Structure and Properties of Materials,CHE 102; Level at least 1B Mechanical Engineering.,"ME 235, MTE 111","W, S",006710,"The relevance of materials to engineering practice. The microstructure of materials, crystallinity and crystal imperfections, glasses and amorphous solids. Elastic and plastic deformation in metals, viscoelasticity of plastics. Strengthening mechanisms in metals, polymers and ceramics. Fracture of brittle and ductile solids. Electrical and magnetic properties of materials."
ME123,Electrical Engineering for Mechanical Engineers,Level at least 1B Mechanical Engineering.,GENE 123,,006704,"Definitions of electric and magnetic fields. Introduction to circuit theory (direct current) DC circuits, amplifiers, operational amplifiers, single- and three-phase (alternating current) AC circuits. Introduction to basic electronic devices. "
ME200A,Seminar,2A Mechanical Engineering,,"F,W",009306,"Discussion of the structure of and options within the mechanical engineering curriculum; of the operation of department, faculty, university, technical societies; of student team and graduate school opportunities; of safety training; and of subject material in support of core courses."
ME200B,Seminar,2B Mechanical Engineering,,"F,S",009305,"Discussion of the structure of and options within the mechanical engineering curriculum; of the operation of department, faculty, university, technical societies; of student team and graduate school opportunities; of safety training; and of subject material in support of core courses."
ME201,Advanced Calculus,MATH 118; Level at least 2A Mechanical Engineering,,"F, W",006706,"A continuation of First Year calculus, focusing on calculus of scalar and vector functions of several variables. Both classical calculus techniques and the computer implementation of numerical methods are discussed. Partial differentiation, total derivatives, chain rule, transformation of variables, Taylor series. Applications include geometrical problems, error estimation, maxima and minima, least squares curve fits. Multiple integration in standard coordinate systems, Jacobians. Vector calculus, divergence, curl, Laplacian, and Stokes', Green's and Divergence theorems. Scalar flux transport, work and energy, conservative force fields."
ME202,Statistics for Engineers,MATH 116; Level at least 2A Mechanical Engineering,,"F, W",006707,"Frequency distributions; measures of central tendency; standard deviation and other measures of dispersion. Probability. Binomial, Poisson, normal distributions. Techniques of sampling and statistical estimation. Tests of hypotheses; significance. The t-test and chi-squared test. Curve fitting by least squares. Statistical process control. Correlation and regression. Experimental design."
ME203,Ordinary Differential Equations,"ME 201,  Level at least 2B Mechanical Engineering",,"F, S",006708,"Solution of ordinary differential equations. First and higher order differential equations. Nonlinear equations. Linear equations with constant and variable coefficients. Systems of linear equations. Applications involving simple dynamical systems and principles of mass, momentum and heat conservation will emphasize the role of ordinary differential equations in understanding the behaviour of physical systems. Introduction to the Laplace transform method for solving ordinary differential equations."
ME212,Dynamics,"PHYS 115, MATH 118; Level at least 2B Mechanical Engineering",,"F, S",006709,An introduction to the kinematics of particle and rigid body motion. Impulse-momentum equations. Work-energy methods and Euler's equations. Simple gyroscopes. Vibrations.
ME219,Mechanics of Deformable Solids 1,PHYS 115; Level at least 2A Mechanical Engineering or 2B Management Engineering,,"F, W, S",006711,"Concept of equilibrium, force analysis of structures and structural components, equilibrium of deformable bodies, stress and strain concepts, stress-strain relationships, stress analysis of prismatic members in axial, shearing, torsional and flexural deformations, shear force and bending moment diagrams."
